Year,CIK 1,CIK 2,Interlocking Board Members
2017,1481512,1491576,t pearson
2017,1567514,1604464,j marcus
2017,921299,1567514,r riggs
2017,1177648,1280600,g golumbeski
2017,1293971,1439222,d schenkein
2017,1293971,1488613,d schenkein
2017,1439222,1488613,d schenkein
2017,1581720,1597313,j bilenker;;d bonita
2017,1105533,1590560,s deventer
2017,1578845,1620602,robert whiteford;;donnan hurst
2017,1339970,1556263,a nashat
2017,1339970,1434316,a nashat
2017,1339970,1453687,a nashat
2017,1434316,1453687,a nashat
2017,1478242,1652130,j leonard
2017,1117480,1478069,l ricciardi
2017,1117480,1178253,patrick machado
2017,1305253,1509745,t dietz
2017,1070081,1429560,a koppel
2017,1359931,1649989,s canute
2017,1359931,1517022,s canute
2017,1457612,1650664,k bosley
2017,1444380,1621227,ali behbahani
2017,1125345,1273636,s koenig
2017,1302573,1496671,deepa pakianathan
2017,1302573,1423824,deepa pakianathan
2017,1070081,1582313,dawn svoronos
2017,1636050,1679082,vivek ramaswamy
2017,1447028,1679082,keith manchester;;vivek ramaswamy
2017,1580149,1583648,j adams
2017,1404644,1652923,s nolan
2017,1281895,1341235,gary phillips
2017,1512762,1613859,a satvat
2017,1497504,1621443,t harrison
2017,921299,1370053,j schoeneck
2017,1271214,1444380,l earnhardt
2017,1636050,1645113,w vernon
2017,1370053,1597264,n lydon
2017,1597264,1679082,lynn seely
2017,1626971,1628738,s morrison
2017,1377121,1636282,a shanafelt
2018,1427925,1537917,s hoffman
2018,1399529,1422142,s hoffman
2018,1399529,1537917,s hoffman
2018,1422142,1537917,s hoffman
2018,1126234,1637761,j henneman
2018,1357459,1662524,sandford smith
2018,835887,1070336,m kishbauch
2018,1442836,1681689,anna protopapas
2018,73290,1029142,f cano
2018,744218,1447028,h conrad
2018,744218,1533040,k brownlie
2018,744218,812796,k brownlie
2018,1177648,1576263,b carter
2018,873303,1636282,sandesh mahatme
2018,1082554,1537917,t thompson
2018,1175505,1377121,lewis williams
2018,1178879,1412067,t love
2018,1325879,1634432,john johnson
2018,1325879,1461993,john johnson
2018,881524,1567892,d norton
2018,1048477,1426800,a lewis
2018,1048477,1576263,m grey
2018,1048477,1492426,m grey
2018,886744,1512762,v lawlis
2018,886744,1048477,v lawlis
2018,1157601,1347178,k bate
2018,1157601,1457612,k bate
2018,1157601,1454789,k bate
2018,1157601,1325879,k bate
2018,1157601,1571498,k bate
2018,1347178,1457612,k bate
2018,1347178,1454789,k bate
2018,1347178,1571498,k bate
2018,1457612,1571498,k bate
2018,1454789,1571498,k bate
2018,1325879,1571498,k bate
2018,875320,1401708,william young
2018,1048477,1316175,b mueller
2018,1442836,1609809,w dere
2018,1428522,1609809,w dere;;k graves
2018,1048477,1609809,w dere
2018,1082554,1367644,l sullivan
2018,1082554,1720580,l sullivan
2018,1082554,1707502,l sullivan
2018,1367644,1720580,l sullivan
2018,1367644,1707502,l sullivan
2018,14272,1714899,v sato
2018,14272,1556263,v sato
2018,14272,917520,p arduini
2018,818686,1138776,s barer
2018,1117480,1682639,ernest mario
2018,891293,1419041,d parkinson
2018,1060736,1131324,f baker
2018,899866,1131324,f baker
2018,861838,1131324,j baker
2018,1350653,1711279,m mccann
2018,1350653,1460702,m mccann
2018,887247,1299139,m mccann
2018,887247,1711279,m mccann
2018,887247,1460702,m mccann
2018,887247,1006028,m mccann
2018,1299139,1711279,m mccann
2018,1299139,1460702,m mccann
2018,814586,1006028,m mccann
2018,1576263,1717452,craig johnson
2018,1020214,1110803,g s
2018,1235010,1537561,j sulat
2018,313927,1003642,j vergis
2018,821995,861838,j geraghty
2018,821995,1351288,alicia secor
2018,816956,1180145,m aronson
2018,1175505,1557883,w ringo;;m mcdade
2018,1348911,1491576,a oronsky
2018,1479290,1567892,a russell
2018,1003642,1723128,b reasons;;p bisaro
2018,784199,1506492,j salveson
2018,1339970,1419041,p schimmel
2018,1178670,1419041,p schimmel
2018,1104506,1566044,d mcgirr
2018,1104506,1501697,d mcgirr
2018,1429560,1491576,l moulder
2018,1351288,1621227,j noble
2018,899923,1399529,d langer
2018,818479,1579428,m coleman
2018,1301501,1496671,b wise
2018,1142596,1596783,g lucier
2018,1070336,1267813,nicole vitullo
2018,1454789,1501697,m ross
2018,1454789,1654151,m ross
2018,1501697,1654151,m ross
2018,1503802,1526119,m kauffman
2018,792977,1610618,r perez
2018,792977,1609351,r perez
2018,792977,1374690,r perez
2018,899866,1157601,p friedman
2018,1001316,1429260,m weiss
2018,1136869,1156039,g boudreaux
2018,1069308,1517022,j amello
2018,886744,1270073,d bradbury
2018,886744,1088856,d bradbury
2018,886744,1496671,s molineaux
2018,886744,1583107,s molineaux
2018,1496671,1583107,s molineaux
2018,1124105,1180145,a lawlor
2018,1347178,1492426,h watkins
2018,1429560,1517022,maxine gowen
2018,861838,1517022,maxine gowen
2018,886163,1374690,j lamattina
2018,1281895,1701108,d southwell
2018,914475,1097149,g morrow
2018,914475,1493566,g morrow
2018,1097149,1493566,g morrow
2018,1253689,1597264,mark goldberg
2018,855654,861838,mark goldberg
2018,1347178,1609351,v milano
2018,861838,1609351,v milano
2018,1434316,1505512,w rastetter
2018,914475,1401914,w rastetter
2018,1178670,1556263,p sharp;;m fanucci
2018,810509,1429260,e rowinsky
2018,810509,1526119,e rowinsky
2018,1429260,1526119,e rowinsky
2018,914475,1435049,s sherwin
2018,1110803,1156039,e rnst
2018,917520,1637761,james sullivan
2018,917520,1596783,d morel
2018,1326190,1590560,d schaffer
2018,721371,920148,d p king
2018,1461993,1634432,garheng kong
2018,1267602,1634432,garheng kong
2018,1192448,1720580,j silverstein
2018,815094,1145197,m minogue
2018,937556,1649904,d j
2018,1109196,1460702,p maier
2018,1017491,1460702,p maier
2018,886163,1438533,j kozarich
2018,1393434,1399529,b peacock
2018,1157601,1557883,f craves
2018,1437402,1491576,d mott
2018,1437402,1571498,d mott;;r bazemore
2018,1437402,1621227,d mott
2018,1491576,1571498,d mott;;b seidenberg
2018,1491576,1621227,d mott
2018,1571498,1621227,d mott
2018,1445283,1466301,m barrett
2018,1126234,1609351,l zoth
2018,1126234,1403752,l zoth
2018,318154,1505512,david baltimore
2018,318154,1356090,fred hassan
2018,1099800,1271214,k gallahue
2018,1042074,1571498,c goldfischer
2018,1035354,1488039,g weaver
2018,914475,1404281,g lyons
2018,914475,1438533,g lyons
2018,914475,1095981,g lyons
2018,1404281,1438533,g lyons
2018,914475,1280600,r pops
2018,914475,1571498,r pops
2018,1280600,1571498,r pops
2018,1339970,1434316,a nashat;;t coughlin
2018,1339970,1438533,t coughlin
2018,1434316,1438533,t coughlin
2018,1100412,1515673,shalini sharp
2018,1098972,1515673,shalini sharp
2018,899866,1280600,francois nader
2018,1395937,1693664,pierre legault
2018,1262104,1279704,f driscoll
2018,1262104,1326110,f driscoll
2018,1279704,1326110,f driscoll
2018,893949,1356090,c alvarez
2018,1340652,1597313,h mckinnell
2018,1010086,1356090,j kindler
2018,1178670,1609809,d ausiello
2018,78003,1609809,d ausiello
2018,1178670,1446847,a schulman;;m fanucci
2018,1178670,1501697,a schulman
2018,1446847,1501697,a schulman
2018,1325879,1594864,a evnin
2018,1339970,1556263,a nashat;;srinivas akkaraju
2018,1060736,1270073,daniel welch;;srinivas akkaraju
2018,1060736,1556263,n simonian;;srinivas akkaraju
2018,1270073,1556263,srinivas akkaraju
2018,882104,1367083,j mclaughlin
2018,882104,1377121,h selick
2018,882104,1183765,h selick
2018,882104,1126234,p edick
2018,875320,1178879,m mcglynn
2018,872589,1138723,j goldstein
2018,894158,1476963,jeffrey wolf
2018,875320,1022079,jeffrey leiden
2018,1439222,1626971,i clark
2018,949858,1394319,m mattingly
2018,1552451,1629137,w yarno;;mark perry
2018,1055726,1629137,w yarno
2018,1055726,1423824,w yarno
2018,1060736,1404644,t simpson
2018,1375151,1401914,r hawley
2018,1175505,1426800,w ringo
2018,1426800,1557883,w ringo
2018,1636050,1685071,r jeffs
2018,1001233,1322505,r jeffs
2018,1001233,1579428,r jeffs
2018,1322505,1579428,r jeffs
2018,937556,1001233,s t j
2018,1175505,1445283,f berger
2018,1175505,1419041,f berger
2018,875320,1652923,t kearney
2018,875320,1280600,t kearney
2018,1285819,1481512,r shah
2018,1285819,1707502,r shah
2018,1285819,1479419,r shah
2018,1481512,1707502,r shah
2018,897448,1339469,j thero;;d stack
2018,792977,1604464,w heiden
2018,859737,885725,c dockendorff;;s macmillan
2018,1615219,1720580,j mccabe
2018,1574235,1640266,m higgins
2018,1457612,1640266,m higgins
2018,831547,895051,r shrotriya
2018,1013606,1321732,t wilder
2018,730272,1681689,j cox
2018,730272,1560241,g muir
2018,1114220,1235010,s gilman
2018,1114220,1178253,s gilman
2018,1114220,1478069,s gilman
2018,887359,1235010,s gilman
2018,887359,1178253,s gilman
2018,887359,1478069,s gilman
2018,1235010,1478069,s gilman
2018,1178253,1478069,s gilman
2018,887359,1280600,k mclaughlin
2018,921299,1159036,jeffrey henderson
2018,1245791,1597313,daniel moore
2018,1639691,1685071,alfred novak
2018,899923,1526119,s phanstiel
2018,943819,1396814,g pace
2018,899866,1515673,d dunsire
2018,1213037,1582249,j brancaccio
2018,318154,320193,r sugar
2018,911216,1590750,a morris
2018,924717,1444380,s mccormick
2018,1800,1551152,g tilton
2018,1125345,1604464,m fust
2018,1125345,1557883,m fust
2018,1125345,1515673,m fust
2018,1124105,1279704,s a hill
2018,1124105,1535955,s a hill
2018,1279704,1535955,s a hill
2018,10456,1651308,t chen
2018,1491576,1693664,b seidenberg
2018,1491576,1604464,b seidenberg
2018,1131324,1175505,f cohen
2018,1131324,1438133,f cohen
2018,1131324,1217234,f cohen
2018,1175505,1438133,f cohen
2018,1175505,1217234,f cohen
2018,882796,1217234,f cohen
2018,882796,1556263,sanj patel
2018,1108205,1133416,marc rubin
2018,1108205,1419041,l kunkel
2018,1125345,1590877,d stump
2018,859737,1145197,sally crawford
2018,1124140,1571498,k conroy
2018,939767,1061983,c h j
2018,1557142,1557883,e bauer
2018,1228627,1279704,d swirsky
2018,1594864,1714899,r nelsen;;j flatley
2018,1556263,1594864,r nelsen
2018,1556263,1714899,r nelsen
2018,1104506,1579428,m potter
2018,1060736,1652923,daniel welch
2018,1270073,1652923,daniel welch
2018,897448,1609351,l ekman
2018,897448,1563855,l ekman
2018,897448,1515673,l ekman
2018,1652130,1652923,frank verwiel
2018,1429260,1651407,l rosenwald
2018,1114220,1422142,michael rogers
2018,1114220,1404281,j morrison
2018,1114220,1420565,j morrison
2018,1404281,1420565,j morrison
2018,1114220,1434316,m enyedy
2018,1062822,1130166,samuel barker
2018,1446847,1556263,m fanucci
2018,1017491,1274792,r ray
2018,1017491,1367920,wendell wierenga
2018,1000694,1341235,richard douglas
2018,1597264,1607678,c rowland
2018,1597264,1641640,c rowland
2018,1607678,1641640,c rowland;;s webster
2018,1029142,1054274,d johnson
2018,1640266,1640455,p karsen
2018,1640266,1652130,p karsen
2018,1640455,1652130,p karsen
2018,1042418,1535955,r ono
2018,1235007,1544227,m kozin
2018,1029142,1621443,d kisner
2018,1029142,1383701,d kisner
2018,1055726,1217234,g bickerstaff
2018,1100412,1412067,g fyfe
2018,1100412,1438533,j orwin
2018,1060736,1438533,j orwin
2018,1100412,1576263,c baum
2018,897448,1177648,kristine peterson
2018,34956,1563855,g proehl
2018,34956,1460702,g proehl
2018,1178879,1235010,c wheeler
2018,1034842,1395937,k katkin
2018,1034842,1404281,k katkin
2018,1395937,1404281,k katkin
2018,1162461,1401708,e finney
2018,1035354,1412486,s rubin
2018,1624658,1626199,j topper
2018,1370053,1626199,j topper
2018,1034842,1095981,g lapointe
2018,812796,1095981,g lapointe
2018,884624,1285550,maria sainz
2018,1359931,1503802,g bohlin
2018,1359931,1373707,g bohlin;;j freund
2018,1355250,1506492,b virchow
2018,1178670,1625101,m soni
2018,1270073,1624658,gino santini
2018,1270073,1492426,gino santini
2018,874015,1662524,b parshall
2018,1370053,1403752,h renton
2018,882291,1401914,sabrina johnson
2018,1280776,1404281,cheryl cohen
2018,1621227,1640455,b duncan
2018,1621227,1636651,b duncan
2018,897448,1280600,j zakrzewski
2018,874015,1509745,joseph loscalzo
2018,1422142,1583648,steven prelack
2018,1034842,1583107,p ringrose
2018,1060736,1423824,c siegall
2018,1060736,1515673,c siegall
2018,1423824,1515673,c siegall
2018,1010086,1641489,p savas
2018,1027838,1603454,r nigon
2018,1434868,1711279,d janney
2018,1029142,1396814,laura brege
2018,1251769,1358762,r mcgaughy;;w mcclellan
2018,1262104,1290149,n glover
2018,1117480,1358403,james daly
2018,1117480,1159036,james daly
2018,1178670,1439222,j maraganore
2018,1008848,1503802,b greene
2018,1374690,1654151,p allen
2018,1597553,1640266,steven paul
2018,1178670,1640266,steven paul
2018,1088856,1328143,d mahoney
2018,1280600,1454789,jean george
2018,1235007,1289340,f middleton
2018,899460,1492426,j shannon
2018,1124105,1226616,jeff himawan
2018,1124105,1492426,jeff himawan
2018,1226616,1492426,jeff himawan
2018,1395937,1527599,r shea
2018,1339970,1466301,james blair
2018,1142596,1427570,l howe
2018,1093557,1350653,q blackford
2018,1142596,1493566,v capps
2018,1280776,1419041,faheem hasnain
2018,1160308,1634432,matthew pauls
2018,1488613,1597264,a borisy
2018,1348911,1544227,richard aldrich
2018,1339469,1649904,todd foley
2018,1388320,1488039,r steinhart
2018,818686,1596783,r crane
2018,1070336,1609809,k graves
2018,1367644,1671584,fuad el-hibri;;d abdun-nabi;;zsolt harsanyi
2018,1367644,1590877,d abdun-nabi
2018,1158895,1607962,l jasinski
2018,1609351,1641640,s webster
2018,1267602,1399529,b halak
2018,1347178,1597553,m cola
2018,1348911,1566044,albert cha
2018,1348911,1689813,albert cha
2018,1566044,1689813,albert cha
2018,1322505,1457612,ronald cooper
2018,1322505,1423824,heather preston
2018,1322505,1493566,heather preston
2018,1423824,1493566,heather preston
2018,1178879,1437402,m raab
2018,1103021,1537917,t tyson
2018,1069308,1359931,hubert birner
2018,1069308,1105533,hubert birner
2018,1419600,1466301,p mahaffy
2018,1626199,1698530,j venkatesan
2018,1374690,1590750,t hughes;;j hatfield
2018,1326706,1506928,m ferguson
2018,822370,1349929,geoffrey harris;;john pappajohn
2018,1228627,1437402,r rodgers
2018,1422142,1597313,caley castelein
2018,1444307,1537561,p dhillon
2018,1427925,1505512,h rosen
2018,1427925,1479419,h rosen
2018,897448,1598646,j heek
2018,1634432,1717452,a davis
2018,1192448,1479290,m foley
2018,1370053,1604464,c gallagher
2018,1293971,1491576,m hedley
2018,1429560,1557883,j nunn
2018,1356576,1604950,j khattar
2018,1442836,1491576,l alleva
2018,1481512,1491576,t pearson
2018,1175505,1491576,g nicholson
2018,1270073,1649904,k gottesdiener
2018,1567514,1604464,j marcus
2018,921299,1567514,r riggs
2018,1177648,1280600,g golumbeski
2018,1293971,1714899,d schenkein
2018,1293971,1439222,d schenkein
2018,1578845,1620602,robert whiteford;;donnan hurst
2018,1339970,1453687,a nashat
2018,1434316,1453687,a nashat
2018,1478242,1652130,j leonard
2018,1117480,1178253,patrick machado
2018,1305253,1509745,t dietz
2018,1399529,1429560,a koppel
2018,1290149,1571498,a allen
2018,1359931,1517022,s canute
2018,1457612,1650664,k bosley
2018,1457612,1621227,ali behbahani
2018,1444380,1621227,ali behbahani
2018,1253689,1719406,s koenig
2018,1253689,1273636,s koenig
2018,1125345,1719406,s koenig
2018,1125345,1273636,s koenig
2018,1302573,1496671,deepa pakianathan
2018,1302573,1423824,deepa pakianathan
2018,1624658,1641640,axel bolte
2018,1070081,1582313,dawn svoronos
2018,1301501,1403752,k hillan
2018,1636050,1679082,vivek ramaswamy
2018,1447028,1679082,keith manchester;;vivek ramaswamy
2018,1479419,1624658,r tepper
2018,1404644,1652923,s nolan
2018,1512762,1613859,a satvat
2018,921299,1370053,j schoeneck
2018,1271214,1444380,l earnhardt
2018,1501134,1689813,eric aguiar
2018,1494650,1598646,w doyle
2018,1339970,1374690,j hatfield
2018,1339970,1590750,j hatfield
2018,1597553,1681689,geno germano
2018,1280776,1636282,russell cox
2018,1370053,1597264,n lydon
2018,1597264,1679082,lynn seely
2018,1442836,1650664,a f
2018,1626971,1628738,s morrison
2018,1527599,1649904,e mathers
2018,1552451,1649904,d meeker
2018,1326110,1645460,b simon
2018,1377121,1420565,a shanafelt
2018,1377121,1636282,a shanafelt
2018,1420565,1636282,a shanafelt
2018,1604950,1628738,k parmar
2018,1539029,1560241,c shaffer
2019,1427925,1537917,s hoffman
2019,1399529,1422142,s hoffman
2019,1399529,1537917,s hoffman
2019,1422142,1537917,s hoffman
2019,898437,1637761,c blanchard
2019,1357459,1662524,sandford smith
2019,1217234,1330436,ralph snyderman
2019,835887,1070336,m kishbauch
2019,73290,1029142,f cano
2019,744218,1533040,k brownlie
2019,744218,812796,k brownlie
2019,1177648,1576263,b carter
2019,873303,1636282,sandesh mahatme
2019,1178670,1690585,m bonney
2019,1178670,1556263,p sharp;;m fanucci;;m bonney
2019,1370053,1656328,dennis fenton
2019,1082554,1537917,t thompson
2019,1175505,1377121,lewis williams
2019,921299,1539029,jeffrey l edwards
2019,12208,1539029,jeffrey l edwards
2019,12208,1459839,g hinckley
2019,1461993,1634432,garheng kong;;john johnson
2019,881524,1567892,d norton
2019,1048477,1426800,a lewis
2019,1048477,1576263,m grey
2019,1048477,1492426,m grey
2019,886744,1382101,v lawlis
2019,886744,1048477,v lawlis
2019,886744,1512762,v lawlis
2019,1382101,1512762,v lawlis
2019,1048477,1512762,v lawlis
2019,1157601,1325879,k bate
2019,1157601,1457612,k bate
2019,1157601,1571498,k bate
2019,1325879,1457612,k bate
2019,1325879,1571498,k bate
2019,1457612,1571498,k bate
2019,875320,1401708,william young
2019,1442836,1609809,w dere
2019,1428522,1609809,w dere;;k graves
2019,1048477,1609809,w dere
2019,1668243,1724521,k falberg
2019,1595585,1724521,k falberg
2019,1048477,1674365,r hombach
2019,792977,1727196,e myles
2019,1228627,1720580,l sullivan
2019,1228627,1707502,l sullivan
2019,1228627,1367644,l sullivan
2019,1621227,1718108,elliott sigal
2019,14272,917520,p arduini
2019,818686,1138776,s barer
2019,891293,1419041,d parkinson
2019,899866,1468748,f baker
2019,899866,1131324,f baker
2019,1006028,1350653,m mccann
2019,1006028,1299139,m mccann
2019,1006028,1711279,m mccann
2019,1006028,1460702,m mccann
2019,1350653,1711279,m mccann
2019,1350653,1460702,m mccann
2019,887247,1299139,m mccann
2019,887247,1711279,m mccann
2019,887247,1460702,m mccann
2019,1299139,1711279,m mccann
2019,1299139,1460702,m mccann
2019,1576263,1717452,craig johnson;;a davis
2019,1020214,1088856,d swisher
2019,1235010,1537561,j sulat
2019,313927,1723128,j vergis
2019,861838,1583648,j geraghty
2019,816956,1180145,m aronson
2019,1574235,1661998,s gillis
2019,25743,1650664,c collins
2019,1479290,1567892,a russell
2019,784199,1506492,j salveson
2019,1339970,1419041,p schimmel
2019,1178670,1419041,p schimmel
2019,1104506,1566044,d mcgirr
2019,1104506,1501697,d mcgirr
2019,899923,1399529,d langer
2019,818479,1579428,m coleman
2019,1301501,1496671,b wise
2019,818479,1560241,w deese
2019,1142596,1596783,g lucier
2019,1501697,1654151,m ross
2019,1382101,1654151,m ross
2019,1503802,1526119,m kauffman
2019,1503802,1645666,m kauffman
2019,1526119,1645666,m kauffman
2019,792977,1622229,r perez
2019,792977,1609351,r perez
2019,792977,1374690,r perez
2019,899866,1157601,p friedman
2019,1001316,1429260,m weiss
2019,1136869,1156039,g boudreaux
2019,1069308,1517022,j amello
2019,1012477,1582554,e ende
2019,886744,1130166,r spiegel
2019,886744,906709,karin eastham
2019,1463361,1645666,graham cooper
2019,1426800,1645666,graham cooper
2019,886744,1270073,d bradbury
2019,886744,1088856,d bradbury
2019,886744,1746466,d bradbury
2019,1270073,1746466,d bradbury
2019,1088856,1746466,d bradbury
2019,886744,1496671,s molineaux
2019,886744,1583107,s molineaux
2019,1496671,1583107,s molineaux
2019,1022079,1679082,m guinan
2019,1124105,1180145,a lawlor
2019,1347178,1492426,h watkins
2019,861838,1517022,maxine gowen
2019,861838,1429560,maxine gowen
2019,886163,1374690,j lamattina
2019,1281895,1701108,d southwell
2019,914475,1097149,g morrow
2019,1253689,1597264,mark goldberg
2019,855654,861838,mark goldberg
2019,1347178,1609351,v milano
2019,861838,1609351,v milano
2019,1434316,1505512,w rastetter
2019,914475,1401914,w rastetter
2019,1429260,1526119,e rowinsky
2019,914475,1435049,s sherwin
2019,1110803,1156039,e rnst
2019,917520,1637761,keith bradley
2019,72444,1273636,a vanlent
2019,917520,1596783,d morel
2019,1267602,1634432,garheng kong
2019,815094,1145197,m minogue
2019,937556,1649904,d j
2019,886163,1438533,j kozarich
2019,1157601,1557883,f craves
2019,1437402,1571498,d mott;;r bazemore
2019,1437402,1621227,d mott
2019,1571498,1621227,d mott
2019,1445283,1466301,m barrett
2019,1055726,1126234,l zoth
2019,1055726,1609351,l zoth
2019,1055726,1403752,l zoth
2019,1126234,1609351,l zoth
2019,1126234,1403752,l zoth
2019,318154,1356090,fred hassan
2019,1385818,1534120,s boyd
2019,1099800,1271214,k gallahue
2019,1042074,1571498,c goldfischer
2019,882361,1169245,c loewy
2019,882361,1042074,c loewy
2019,1551693,1656634,n simon
2019,1035354,1488039,g weaver
2019,914475,1404281,g lyons
2019,914475,1438533,g lyons
2019,1404281,1438533,g lyons
2019,914475,1280600,r pops
2019,914475,1571498,r pops
2019,1280600,1571498,r pops
2019,1339970,1434316,t coughlin;;j mendlein
2019,1339970,1438533,t coughlin
2019,1434316,1438533,t coughlin
2019,1382101,1515673,shalini sharp
2019,899866,1280600,francois nader
2019,1395937,1740547,k katkin;;pierre legault
2019,1262104,1645460,f driscoll
2019,1262104,1279704,f driscoll
2019,1262104,1326110,f driscoll
2019,1279704,1326110,f driscoll
2019,893949,1356090,c alvarez
2019,1271214,1609550,d mead
2019,1340652,1597313,h mckinnell
2019,1010086,1356090,j kindler
2019,1178670,1609809,d ausiello
2019,78003,1609809,d ausiello
2019,1178670,1446847,a schulman;;m fanucci
2019,1178670,1501697,a schulman
2019,1446847,1501697,a schulman
2019,1270073,1556263,srinivas akkaraju
2019,1270073,1510487,srinivas akkaraju
2019,882104,1367083,j mclaughlin
2019,882104,1377121,h selick
2019,882104,1183765,h selick
2019,1346302,1659323,p edick
2019,875320,1178879,m mcglynn
2019,872589,1138723,j goldstein
2019,894158,1476963,jeffrey wolf
2019,875320,1022079,jeffrey leiden
2019,1576280,1626971,i clark
2019,1439222,1626971,i clark
2019,949858,1394319,m mattingly
2019,1552451,1629137,w yarno;;mark perry
2019,1055726,1629137,w yarno
2019,1055726,1423824,w yarno
2019,1375151,1401914,r hawley
2019,1636050,1685071,r jeffs
2019,1001233,1322505,r jeffs
2019,1001233,1579428,r jeffs
2019,1322505,1579428,r jeffs
2019,937556,1001233,s t j
2019,1175505,1445283,f berger
2019,1175505,1419041,f berger
2019,1175505,1645666,f berger
2019,1445283,1645666,f berger
2019,1419041,1645666,f berger
2019,875320,1280600,t kearney
2019,1285819,1707502,r shah
2019,1285819,1731831,r shah
2019,1285819,1481512,r shah
2019,1285819,1479419,r shah
2019,1707502,1731831,r shah
2019,897448,1339469,j thero;;d stack
2019,1399529,1622229,john green
2019,792977,1604464,w heiden
2019,859737,885725,c dockendorff;;s macmillan
2019,1615219,1720580,j mccabe
2019,1574235,1640266,m higgins
2019,1457612,1640266,m higgins
2019,831547,1603756,raymond cohen
2019,1013606,1321732,t wilder
2019,730272,1560241,g muir
2019,887359,1235010,s gilman
2019,887359,1178253,s gilman
2019,887359,1517022,s gilman
2019,887359,1478069,s gilman
2019,1235010,1517022,s gilman
2019,1235010,1478069,s gilman
2019,1178253,1517022,s gilman
2019,1178253,1478069,s gilman
2019,887359,1280600,k mclaughlin
2019,921299,1159036,jeffrey henderson
2019,10795,1159036,jeffrey henderson
2019,721371,1461993,b downey
2019,721371,1235010,b downey
2019,1245791,1597313,daniel moore
2019,1639691,1685071,alfred novak
2019,1639691,1653087,a rosenthal
2019,943819,1136869,michael farrell
2019,704562,1023024,patrick walsh
2019,899866,1515673,d dunsire
2019,1213037,1583771,g jacob;;j brancaccio;;thomas adams
2019,318154,320193,r sugar
2019,911216,1410098,a dunton
2019,911216,1590750,a morris
2019,924717,1609550,s mccormick
2019,924717,1444380,s mccormick
2019,1515673,1658247,m fust
2019,1515673,1557883,m fust
2019,1515673,1604464,m fust
2019,1557883,1604464,m fust
2019,1603756,1659323,shahzad malik
2019,1124105,1279704,s a hill
2019,1124105,1535955,s a hill
2019,1279704,1535955,s a hill
2019,1447028,1724344,d hastings
2019,10456,1651308,t chen
2019,1131324,1668243,f cohen
2019,1131324,1438133,f cohen
2019,1131324,1217234,f cohen
2019,1131324,1652130,f cohen
2019,1438133,1652130,f cohen
2019,1217234,1652130,f cohen
2019,882796,1438533,stephen aselage
2019,1108205,1133416,marc rubin
2019,1125345,1590877,d stump
2019,895051,946486,j huang
2019,859737,1145197,sally crawford
2019,1124140,1571498,k conroy
2019,939767,1061983,c h j
2019,1557142,1557883,e bauer;;d e cohen
2019,1228627,1279704,d swirsky
2019,1636050,1740547,m potter;;f torti
2019,1447028,1579428,m potter
2019,1447028,1740547,m potter;;f torti
2019,1579428,1740547,m potter
2019,1512762,1659323,j healy
2019,897448,1609351,l ekman
2019,897448,1563855,l ekman
2019,897448,1515673,l ekman
2019,1070336,1652130,frank verwiel
2019,1429260,1651407,l rosenwald
2019,1117480,1693415,r meyer;;r renaud
2019,1517022,1621443,john p butler
2019,1422142,1517022,michael rogers
2019,1420565,1517022,j morrison
2019,855654,1517022,m enyedy
2019,1062822,1130166,samuel barker
2019,1446847,1556263,m fanucci
2019,1100397,1580149,r berman
2019,1000694,1341235,richard douglas
2019,1000694,1253689,rachel king
2019,1330436,1560241,s rudnick
2019,1597264,1607678,c rowland
2019,1597264,1641640,c rowland
2019,1607678,1641640,c rowland;;s webster
2019,1029142,1054274,d johnson
2019,1640266,1640455,p karsen
2019,1640266,1652130,p karsen
2019,1640455,1652130,p karsen
2019,1042418,1535955,r ono
2019,1022079,1159036,h torley
2019,1622229,1655759,liam ratcliffe
2019,1622229,1674365,liam ratcliffe
2019,1655759,1674365,liam ratcliffe
2019,897448,1177648,kristine peterson
2019,34956,1563855,g proehl
2019,1446847,1526119,g consylman
2019,1178879,1235010,c wheeler
2019,1178879,1661998,c wheeler
2019,1235010,1661998,c wheeler
2019,1034842,1395937,k katkin
2019,1034842,1404281,k katkin
2019,1034842,1740547,k katkin
2019,1395937,1404281,k katkin
2019,1404281,1740547,k katkin
2019,1162461,1401708,e finney
2019,1035354,1412486,s rubin
2019,1674365,1724344,j topper
2019,1626199,1724344,j topper
2019,1370053,1624658,j topper
2019,1034842,1454789,g lapointe
2019,1034842,1095981,g lapointe
2019,812796,1095981,g lapointe
2019,1125345,1622229,k ferrante
2019,1372514,1534120,p greenleaf
2019,1016169,1534120,p greenleaf
2019,1016169,1280600,karen smith
2019,1359931,1503802,g bohlin
2019,1359931,1373707,g bohlin;;j freund
2019,1355250,1506492,b virchow
2019,1178670,1625101,m soni
2019,1270073,1624658,gino santini
2019,1270073,1492426,gino santini
2019,849636,1583771,a lippa
2019,874015,1662524,b parshall
2019,1370053,1403752,h renton
2019,882291,1401914,sabrina johnson
2019,1280776,1404281,cheryl cohen
2019,1621227,1640455,b duncan
2019,1621227,1636651,b duncan
2019,897448,1280600,j zakrzewski
2019,1454789,1460702,j beck
2019,874015,1509745,joseph loscalzo
2019,874015,1582313,michael hayden
2019,1534120,1614067,isaac blech
2019,1478069,1614067,isaac blech
2019,737207,1614067,isaac blech
2019,1422142,1583648,steven prelack
2019,1034842,1583107,p ringrose
2019,1423824,1515673,c siegall
